age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,v_decile_score,priors_count,sex_Male,label,c_jail_in,c_jail_out,c_offense_date,screening_date,in_custody,out_custody
22,0,8,0,1,8,0,1,1,0.4343736344272237,0.4345897624223594,0.9776096822995461,0.6954732510288066,0.9596829772570641,0.7747580538247382
30,0,2,0,0,2,0,1,1,0.29722057116583067,0.2972599074318278,0.9614725163893091,0.47599451303155005,0.9023661842407535,0.707145697998144
44,0,3,0,0,6,11,1,0,0.21374078303086996,0.3677125330031314,0.9516893595562279,0.34156378600823045,0.8912244429129336,0.7180167042290866
23,8,10,2,0,9,11,1,1,0.3573220463546319,0.3599452149782379,0.9685325264750378,0.5720164609053497,0.9575005743165633,0.770648283176455
27,0,7,0,0,6,6,1,1,0.24647874587633584,0.24736255359455597,0.9555219364599092,0.3936899862825789,0.8990351481736734,0.7033010738432984
37,0,1,0,0,1,0,1,1,0.5340158551667809,0.5341875419044904,0.989309127584468,0.8545953360768176,0.9340684585343442,0.7437359140925361
23,0,2,0,0,4,0,1,0,0.05411638625159342,0.05341656852793613,0.9329299041855774,0.08641975308641975,0.8698598667585573,0.6694948959300013
51,0,4,0,0,1,0,1,1,0.31245837577505836,0.3376570804601682,0.9632879475542108,0.5006858710562414,0.9129336090052838,0.7193424366962747
35,0,4,0,0,3,5,1,1,0.03260006168953834,0.22502538075756037,0.9304084720121029,0.053497942386831275,0.9223524006432345,0.7621635953864511
26,0,6,0,1,4,3,1,0,0.020006195173427763,0.02073424768934988,0.9288956127080181,0.03292181069958848,0.9681828623937514,0.7963674930399045
55,0,3,0,0,1,3,1,0,0.0815501551867207,0.08173544266058949,0.9360564800806859,0.13031550068587106,0.8735354927636113,0.6738698130717221
22,0,4,0,0,5,0,1,1,0.1099273428256802,0.11089261771523776,0.9394856278366112,0.17695473251028807,0.8773259820813232,0.6783773034601618
57,0,4,0,0,1,0,0,1,0.43368682012855525,0.43459804807024927,0.9774079677256682,0.6941015089163237,0.9206294509533655,0.728357417473154
22,0,5,0,0,6,0,1,1,0.02658788910434972,0.02668451518414023,0.929601613716591,0.04252400548696845,0.8822651045256146,0.6842105263157895
32,0,2,0,0,2,2,1,0,0.09212319621489186,0.09206574802675159,0.9373676248108926,0.14814814814814814,0.9019067309901218,0.7066154050112687
47,0,4,0,0,2,9,1,0,0.18551951258650218,0.2405067959251581,0.9483610690872416,0.29766803840877915,0.9864461291063634,0.8041893145963145
31,0,7,0,0,9,11,1,1,0.6019322588802262,0.6114494500123038,0.9971759959657085,0.9615912208504801,0.9486560992419021,0.7673339520084846
23,0,7,0,1,4,1,1,0,0.31607786150534767,0.31612623826350145,0.9005547150781644,0.5061728395061729,0.9048931771192281,0.7100623094259578
22,0,6,0,0,6,2,1,1,0.316121809118958,0.38313260059792376,0.9278870398386283,0.16186556927297668,0.9048931771192281,0.7204030226700252
61,0,2,0,0,1,3,1,1,0.5399384938001736,0.5399944994822414,0.9900151285930409,0.8628257887517147,0.9380886744773719,0.7482434044809757
37,0,4,0,0,3,4,1,1,0.024095220187028928,0.023466604005709386,0.929399899142713,0.038408779149519894,0.9487709625545601,0.7682619647355163
48,0,1,0,0,1,0,0,0,0.028641538742115613,0.042454050345086806,0.929904185577408,0.04663923182441701,0.8664139673788191,0.6677714437226567
26,0,6,0,0,4,0,1,1,0.5785224625588926,0.5788083090424265,0.994553706505295,0.9259259259259259,0.9400413507925569,0.7506297229219143
43,0,6,0,0,3,12,1,0,0.2524917725846364,0.29651358316230775,0.9562279374684821,0.4046639231824417,0.8963932919825408,0.7070131247514252
30,0,1,0,0,1,1,1,1,0.3597290546691529,0.35998950444861305,0.9688350983358548,0.5761316872427984,0.9107512060647829,0.7168235450086172
36,0,2,0,0,1,1,1,0,0.3269709206139147,0.32648518574341223,0.9650025214321735,0.522633744855967,0.9063864001837812,0.7116531883865835
31,0,5,0,0,5,5,1,0,0.08953779534993726,0.08950854275631256,0.9370650529500757,0.1440329218106996,0.8874339535952217,0.690176322418136
50,0,2,0,0,2,1,1,0,0.07832678394710571,0.07836535969711247,0.9357539082198689,0.1262002743484225,0.8730760395129795,0.6733395200848469
25,0,3,0,0,4,0,1,0,0.3674045724249273,0.36763774360587165,0.9697428139183056,0.5871056241426612,0.9117849758787043,0.7180167042290866
26,0,5,0,0,3,3,1,1,0.05695665348049557,0.05689975952645595,0.9332324760463944,0.09190672153635117,0.8760624856420859,0.6816916346281321
22,0,9,0,0,8,2,1,1,0.35049271631122186,0.396724977460107,0.967725668179526,0.5610425240054869,0.9240753503331036,0.7320694683812806
50,0,6,0,0,3,12,0,1,0.488630533862401,0.8612374332974299,0.9229450327786183,0.34705075445816186,0.9279807029634735,0.7942463210924036
29,0,1,0,0,1,2,1,0,0.37699392185137026,0.3768641105760841,0.9708522440746344,0.6035665294924554,0.9130484723179416,0.7194750099429935
31,0,2,0,0,2,3,0,1,0.01839807005519751,0.01802433415306606,0.9286938981341402,0.03017832647462277,0.9841488628532047,0.8014052764152194
24,0,8,0,0,4,4,1,0,0.05775235854427666,0.05772500608235105,0.9333333333333333,0.09327846364883402,0.888697450034459,0.6918997746254806
23,0,4,0,0,5,0,0,0,0.18561585965986574,0.18542209002805488,0.9483610690872416,0.299039780521262,0.8874339535952217,0.6899111759246984
47,0,1,0,0,1,0,1,0,0.3528566509985727,0.35278444810516424,0.9680282400403429,0.5651577503429356,0.9098322995635194,0.7157629590348668
25,0,9,0,1,8,4,1,1,0.36140785350906696,0.5065365664964622,0.9690368129097328,0.578875171467764,0.9522168619342982,0.7660082195412966
28,0,4,0,0,5,1,1,0,0.1256687324627296,0.13851953096596478,0.9412002017145739,0.20027434842249658,0.9680679990810935,0.7829775951213045
30,0,9,0,2,4,11,1,1,0.4986178649323677,0.49897986685917584,0.9851739788199697,0.7983539094650206,0.9431426602343211,0.7548720668169163
27,0,4,0,0,3,7,1,1,0.015561417952025116,0.016541014419024228,0.9283913262733232,0.02606310013717421,0.8904203997243281,0.6933580803393875
34,0,5,0,0,5,1,1,0,0.1247016863300208,0.1246406634224878,0.9412002017145739,0.20027434842249658,0.8792786583965082,0.6804984754076627
34,0,1,0,0,1,1,0,0,0.04054545255370445,0.04058773299497688,0.9313161875945537,0.06584362139917696,0.8680220537560304,0.6675062972292192
32,0,9,0,0,6,0,1,0,0.38355771892359714,0.3828761131020344,0.9715582450832073,0.6131687242798354,0.9147714220078107,0.7214636086437757
22,0,7,0,0,6,0,0,0,0.0124129115963411,0.011194446779957304,0.9278870398386283,0.019204389574759947,0.8642315644383184,0.6629988068407795
23,0,7,0,0,8,0,1,0,0.04803844618678276,0.04808791338664542,0.9322239031770045,0.07818930041152264,0.8690558235699517,0.6686994564496884
38,0,6,0,0,7,6,1,1,0.07585979831312871,0.2489568453752757,0.935451336359052,0.401920438957476,0.9331495520330806,0.7429404746122232
34,0,10,0,0,9,0,1,0,0.3229447630340205,0.32360676756221307,0.9644982349974786,0.5171467764060357,0.9058120836204916,0.7112554686464272
74,0,1,0,0,1,0,0,0,0.26552324808400074,0.265284251022982,0.9577407967725668,0.4252400548696845,0.8981162416724099,0.702240487869548
27,0,2,0,0,3,0,1,1,0.32540485609311715,0.32556716774867395,0.9648008068582955,0.5212620027434842,0.9779462439696761,0.795306907066154
32,0,5,1,2,4,11,1,1,0.7328049648309346,0.7331969917057783,0.9133635905194151,0.06721536351165981,0.9741557546519641,0.8003446904414689
36,0,5,0,0,2,0,1,0,0.3487915910904273,0.3487708166844217,0.967523953605648,0.5582990397805213,0.9092579830002298,0.7151000928012727
46,0,1,0,0,1,0,1,0,0.2739069530795712,0.27407204494032095,0.9587493696419567,0.438957475994513,0.8992648747989892,0.703566220336736
30,0,3,0,0,3,1,1,1,0.5733736197382925,0.5736668558953661,0.9939485627836612,0.9176954732510288,0.9527911784975879,0.7670688055150471
22,0,7,0,0,5,3,1,1,0.3252630219982089,0.32649537887858604,0.9646999495713565,0.5198902606310014,0.9122444291293361,0.7197401564364311
26,0,5,0,0,4,2,0,0,0.09621186368858568,0.09550943814276547,0.9378719112455874,0.15363511659807957,0.8754881690787962,0.6759909850192232
65,0,2,0,0,2,3,1,0,0.1847523312619954,0.20383437927716147,0.9482602118003026,0.2962962962962963,0.8934068458534344,0.6983958637147024
23,0,9,0,1,9,5,1,1,0.055076589467742354,0.0585264289168555,0.9330307614725164,0.08916323731138547,0.874109809326901,0.6763887047593795
35,0,8,0,0,6,0,1,1,0.3777230946973942,0.42613399051038986,0.9709531013615734,0.6049382716049383,0.9967838272455778,0.8161209068010076
26,0,6,0,0,3,1,1,1,0.24647407799421225,0.25692460852226173,0.9555219364599092,0.3950617283950617,0.8955892487939352,0.7009147554023598
24,0,6,0,0,4,0,1,1,0.5503228034155907,0.5511954436407598,0.9912254160363086,0.8806584362139918,0.9522168619342982,0.7646824870741085
26,0,4,0,0,2,3,1,1,0.5286761356939826,0.5281686942809428,0.9887039838628341,0.8449931412894376,0.9333792786583965,0.7428079013655045
22,0,7,0,0,7,0,1,0,0.006025798828323847,0.006420492914782539,0.9272818961169944,0.010973936899862825,0.9002986446129106,0.7066154050112687
33,0,4,0,0,3,1,1,1,0.2010334373208359,0.20100440332511196,0.9501765002521432,0.3223593964334705,0.947162876177349,0.7587166909717619
23,0,4,1,0,6,2,0,0,0.22653084957113237,0.22691205457352912,0.9532022188603126,0.3635116598079561,0.8929473926028026,0.6962746917672014
42,0,8,0,0,8,6,1,1,0.025259717733565255,0.02491551942483218,0.929500756429652,0.0411522633744856,0.9062715368711234,0.7124486278668964
33,0,1,0,0,1,0,1,0,0.34153568614257057,0.3416305254951621,0.9666162380231972,0.5473251028806584,0.9143119687571789,0.7215961818904945
27,0,2,0,0,3,1,1,0,0.049301008984570675,0.048121811025254646,0.9322239031770045,0.07818930041152264,0.8787043418332184,0.6798356091740687
27,0,8,0,0,6,0,0,1,0.29011990805940735,0.28951706882707884,0.9606656580937972,0.46364883401920437,0.9933379278658396,0.812939148879756
52,0,4,0,0,3,0,1,0,0.3416047509346714,0.35283052584486807,0.9667170953101362,0.5473251028806584,0.9083390764989663,0.7157629590348668
54,0,1,0,0,1,2,1,0,0.251713706156284,0.25174872125579345,0.9561270801815431,0.40329218106995884,0.8962784286698828,0.7001193159220469
30,0,5,0,0,5,4,0,1,0.3629775530189225,0.362523849676133,0.9691376701966717,0.6282578875171467,0.9578451642545371,0.8029961553758451
56,0,1,0,0,1,7,1,1,0.06641238229823494,0.06610662442615554,0.9343419062027232,0.10699588477366255,0.8714679531357684,0.6714834946307835
68,0,1,0,0,1,4,1,0,0.3467446850525804,0.3556371450125183,0.9637922339889057,0.5555555555555556,0.9090282563749138,0.7161606787750232
56,0,1,0,0,1,1,1,0,0.014049371752227903,0.013994856679104974,0.9281896116994452,0.023319615912208505,0.9540546749368252,0.7668036590216094
30,0,9,1,0,7,14,1,1,0.10216497266741485,0.10312762444047163,0.9385779122541603,0.1646090534979424,0.8762922122674018,0.6771841442396924
23,0,7,0,0,5,3,1,0,0.10653532199810661,0.10669008544440266,0.9390821986888552,0.17146776406035666,0.892373076039513,0.6956118255336073
38,0,1,0,0,1,0,0,0,0.001747962948655849,0.0010576122855056628,0.9267776096822995,0.0027434842249657062,0.8628532046864231,0.6614079278801538
40,0,3,0,0,1,1,1,0,0.19342731210207734,0.2286821133596048,0.9492687846696923,0.3100137174211248,0.9220078107052607,0.7306111626673737
36,0,1,0,0,1,9,0,1,0.33304000163435465,0.333078326127055,0.9657085224407463,0.53360768175583,0.9153457385711004,0.7221264748773697
36,1,10,2,0,9,14,1,1,0.10310964276092277,0.1040900511235403,0.9386787695410993,0.16598079561042525,0.8764070755800597,0.6773167174864112
23,0,8,0,0,6,2,0,1,0.11619609995270443,0.11612435859374037,0.9274836106908724,0.012345679012345678,0.9666896393291983,0.7815192894073976
47,0,9,0,0,2,7,0,1,0.49447433494622567,0.4944546215183104,0.9846696923852748,0.7914951989026063,0.976223294279807,1.0
23,0,6,0,0,6,0,0,0,0.06023811502338892,0.060340191018359676,0.9336359051941503,0.09739368998628258,0.8706639099471629,0.6705554819037518
22,0,6,0,0,8,0,1,1,0.18547043030255594,0.18546799887565546,0.9483610690872416,0.2962962962962963,0.8874339535952217,0.6899111759246984
31,0,1,0,0,2,0,1,0,0.0467271983716123,0.046375506416762385,0.9319213313161876,0.07544581618655692,0.8688260969446359,0.6684343099562509
34,0,4,0,0,3,3,1,1,0.056022649994223246,0.056055140052832825,0.9331316187594554,0.09053497942386832,0.8806570181484034,0.7038313668301737
22,0,3,0,0,5,0,1,1,0.2499409736373809,0.2498363559704685,0.9559253656076652,0.40054869684499317,0.9649666896393292,0.7793981174598966
25,0,2,1,1,3,2,1,1,0.44641346306192153,0.4464028411069351,0.9790216843166919,0.7146776406035665,0.9223524006432345,0.7302134429272172
25,0,7,0,0,3,4,1,1,0.47910541250764577,0.4792139372068499,0.9828542612203732,0.766803840877915,0.9618653801975648,0.777674665252552
37,0,9,0,0,4,23,1,1,0.06368198906919063,0.0776752268238333,0.9340393343419062,0.102880658436214,0.8738800827015851,0.6834150868354766
39,0,1,1,0,2,3,1,1,0.5959070062934274,0.5948726702067048,0.9314170448814927,0.5171467764060357,0.9423386170457156,0.7531486146095718
31,0,2,0,0,2,0,1,0,0.03273576794770137,0.03200933548120376,0.9304084720121029,0.05212620027434842,0.9303928325292902,0.7400238631844094
44,0,4,0,0,4,4,1,0,0.004409480087217093,0.004631468538992602,0.9270801815431164,0.006858710562414266,0.8631977946243969,0.661938220867029
59,0,1,0,0,1,0,1,0,0.1991753222857276,0.1994076775111392,0.9499747856782652,0.3196159122085048,0.8892717665977486,0.6920323478721994
30,0,3,0,0,2,2,0,0,0.20536200414068953,0.2053727479020397,0.9506807866868381,0.3292181069958848,0.8900758097863543,0.692960360599231
41,0,4,0,0,2,1,1,1,0.4789611550866989,0.528047429750795,0.9828542612203732,0.766803840877915,0.9267172065242362,0.7428079013655045
53,0,3,0,0,1,1,0,0,0.09038617796006619,0.09041439058478583,0.9371659102370147,0.14540466392318244,0.8746841258901906,0.6751955455389103
33,0,6,0,0,7,7,1,1,0.0507575967720741,0.051617976911237436,0.9325264750378215,0.0823045267489712,0.9022513209280956,0.724115073578152
55,0,1,0,0,1,0,1,0,0.23613856264448274,0.2363074030604779,0.9543116490166415,0.3786008230452675,0.9061566735584654,0.716293252021742
31,0,3,0,0,2,7,1,0,0.3708131195415512,0.37111957353273567,0.9701462430660616,0.5939643347050755,0.9122444291293361,0.7185469972159618
43,0,1,0,0,1,1,1,0,0.3572797076706046,0.35732565871720345,0.9685325264750378,0.5747599451303155,0.9104066161268091,0.7164258252684608
37,0,2,0,0,1,2,0,0,0.3109589129936666,0.31169414188500416,0.9407967725668179,0.49794238683127573,0.9042039972432805,0.7093994431923638
26,0,6,0,0,4,0,1,0,0.20250663085070236,0.2018874407848142,0.9503782148260211,0.32510288065843623,0.8897312198483804,0.6924300676123558
55,0,1,0,0,1,1,1,0,0.17108253777972743,0.1708226989675397,0.9466464952092789,0.27709190672153633,0.8854812772800368,0.6876574307304786
56,0,1,0,0,1,2,1,0,0.14334320133545922,0.14354418032136967,0.9434190620272315,0.2825788751714678,0.8818056512749828,0.6834150868354766
57,0,1,0,0,1,0,1,0,0.3324558708107409,0.3358164446445849,0.9656076651538074,0.532235939643347,0.9070755800597289,0.7131114941004906
21,0,4,0,0,7,0,1,1,0.11421843747691199,0.11425858765925867,0.9399899142713061,0.18244170096021947,0.8779002986446129,0.678907596447037
35,0,2,0,0,2,7,1,1,0.5922096364533229,0.5925218312168024,0.9961674230963187,0.9478737997256516,0.9430277969216633,0.7539440540898846
34,0,10,0,0,5,9,1,1,0.18196028226226343,0.1958319237051979,0.9479576399394857,0.29218106995884774,0.8869745003445899,0.6915020548853241
43,0,4,0,0,1,0,1,1,0.23527460718505644,0.23542864751233505,0.9542107917297025,0.38271604938271603,0.8982311049850678,0.7100623094259578
49,0,1,0,0,1,0,1,0,0.06213895607742412,0.062011199553282374,0.9338376197680283,0.10425240054869685,0.8708936365724788,0.6708206283971895
23,0,8,0,0,5,6,1,0,0.08074387290068084,0.10931053584010146,0.9360564800806859,0.13031550068587106,0.8734206294509533,0.6781121569667241
22,0,3,0,0,5,0,1,0,0.0851774372733228,0.08521511672942945,0.9365607665153808,0.13717421124828533,0.8739949460142431,0.6744001060585973
36,0,4,0,0,2,0,1,0,0.06553251631293208,0.06797840593254774,0.9342410489157842,0.1056241426611797,0.8713530898231105,0.6717486411242212
34,0,1,0,0,1,0,1,0,0.08693323630494781,0.08694561502402158,0.9367624810892587,0.13991769547325103,0.8742246726395589,0.674665252552035
19,0,10,1,3,10,1,1,1,0.5828292988977114,0.5891470788834113,0.9950579929399899,0.9327846364883402,0.9442912933609006,0.7554023598037916
32,0,3,0,0,2,0,1,0,0.09527277519029788,0.09536592952913409,0.9376701966717095,0.1522633744855967,0.881461061337009,0.6835476600821954
38,0,5,0,0,2,2,0,1,0.1331862275111247,0.13323314852463955,0.9422087745839637,0.2606310013717421,0.9022513209280956,0.7079411374784569
31,0,2,0,0,1,1,1,0,0.11177924063906643,0.11365601043928052,0.9396873424104891,0.2812071330589849,0.8775557087066391,0.6787750232003181
31,0,1,0,0,1,0,1,1,0.5914818838352642,0.591672949701279,0.9960665658093797,0.9465020576131687,0.9794394670342292,0.7961023465464669
59,0,3,0,0,1,4,1,1,0.27138166857736984,0.27149344004691467,0.9584467977811397,0.43621399176954734,0.9587640707558006,0.7778072384992708
24,0,3,0,0,3,0,0,0,0.1976389335772391,0.19766060792076742,0.9497730711043872,0.3168724279835391,0.8890420399724328,0.6917672013787618
41,0,10,0,0,8,13,1,1,0.29460983462577556,0.2944198277580709,0.9611699445284921,0.4718792866941015,0.958189754192511,0.7743603340845817
22,0,2,0,0,4,0,1,1,0.19401068811922,0.19432185940986177,0.9493696419566313,0.3113854595336077,0.9294739260280267,0.7384329842237837
45,0,1,0,0,1,0,1,1,0.23683546751386939,0.2389167363818497,0.9544125063035804,0.37997256515775035,0.8943257523546979,0.6981307172212647
54,0,3,0,0,2,3,1,1,0.5038817958764744,0.5108747588655415,0.9857791225416036,0.8065843621399177,0.9597978405697221,0.7774095187591145
22,0,3,0,0,6,0,1,1,0.0859346273437523,0.14607488940125454,0.9366616238023198,0.13854595336076816,0.9369400413507926,0.7597772769455124
50,0,5,0,0,1,2,1,1,0.03017511678966586,0.030063241449372818,0.9323247604639435,0.08641975308641975,0.8828394210889042,0.68527111228954
41,0,2,0,0,1,0,1,0,0.04118527021788611,0.04053270397379971,0.9313161875945537,0.06584362139917696,0.8681369170686882,0.6675062972292192
35,0,6,0,0,8,29,1,0,0.14436365995765874,0.17086155408612141,0.9435199193141705,0.36899862825788754,0.9974730071215254,0.817976932255071
30,0,9,0,0,8,5,1,0,0.048951533588475794,0.04930568506019896,0.9323247604639435,0.07956104252400549,0.9523317252469561,0.7668036590216094
25,0,5,0,0,5,2,1,1,0.34505224010620283,0.3453659618173303,0.9671205244578921,0.5857338820301783,0.9245348035837354,0.73326262760175
23,0,2,0,0,4,0,1,1,0.12204381411218158,0.1219143474825276,0.9408976298537569,0.19615912208504802,0.8789340684585344,0.6801007556675063
24,0,10,0,0,6,0,1,0,0.01658225397746015,0.01656281143517565,0.9284921835602622,0.027434842249657063,0.864805881001608,0.6637942463210924
34,2,9,1,3,6,21,1,1,0.008609362335421276,0.03635024999359452,0.9275844679778114,0.013717421124828532,0.9228118538938663,0.7542092005833223
24,0,2,0,0,3,0,1,0,0.007759400590701612,0.007067826542127219,0.9273827534039334,0.012345679012345678,0.8636572478750287,0.6623359406071855
41,2,9,1,0,5,9,1,0,0.04052096107005179,0.04053894304679109,0.9313161875945537,0.06584362139917696,0.9773719274063865,0.7937160281055283
34,0,1,0,0,2,3,1,0,0.18216213340328402,0.18198133068677422,0.9479576399394857,0.29218106995884774,0.8869745003445899,0.6893808829378232
20,0,4,0,0,6,1,1,0,0.3367693712961659,0.3365089320724803,0.9661119515885023,0.5679012345679012,0.9076498966230186,0.7132440673472094
31,0,2,0,0,2,0,0,0,0.06902230444183446,0.07155106007165257,0.9345436207766011,0.10973936899862825,0.8718125430737422,0.6722789341110964
32,0,9,0,0,6,14,1,1,0.10990238455381518,0.11089208123443914,0.9394856278366112,0.17695473251028807,0.9248793935217091,0.7335277740951875
52,0,1,0,0,1,1,1,0,0.008899049113677936,0.008588560844458132,0.9275844679778114,0.015089163237311385,0.8637721111876866,0.662601087100623
24,0,4,0,0,4,1,1,0,0.33208421800872695,0.362591078668064,0.9655068078668684,0.5802469135802469,0.9070755800597289,0.7172212647487737
33,0,2,2,0,2,2,1,0,0.22425078778704458,0.24224325511751268,0.9528996469994957,0.38820301783264743,0.8926028026648288,0.69866101020814
42,0,1,0,0,1,3,1,0,0.0011355964040264913,0.0012237027668271945,0.9266767523953605,0.0027434842249657062,0.8627383413737653,0.6614079278801538
19,0,10,0,0,7,2,0,1,0.5664742118730443,0.58492839257964,0.9931417044881493,0.9080932784636488,0.941649437169768,0.7587166909717619
48,0,6,0,0,1,18,1,1,0.22744467191596826,0.3418188103858192,0.940695915279879,0.29766803840877915,0.8930622559154606,0.7140395068275222
24,0,9,0,1,4,2,0,0,0.31848141360076443,0.3178667409315049,0.9638930912758447,0.5116598079561042,0.9052377670572019,0.7103274559193955
52,0,7,0,0,7,0,1,1,0.028410389192021487,0.03178208618883931,0.929904185577408,0.04663923182441701,0.8726165862623478,0.6734720933315657
39,0,4,0,2,3,10,0,1,0.3220881868010151,0.3219351430678549,0.9643973777105396,0.5157750342935528,0.9978175970594992,0.8173140660214768
30,0,5,0,0,3,3,1,0,0.2696117367877409,0.27069837550335685,0.9582450832072618,0.43209876543209874,0.8986905582356995,0.7030359273498608
60,0,1,0,0,1,0,1,1,0.41983407546203516,0.4217575391125052,0.9758951084215834,0.6803840877914952,0.9615207902595911,0.7772769455123956
22,0,8,0,1,6,0,1,1,0.4894925824423215,0.4895364834710912,0.9840645486636409,0.7832647462277091,0.9913852515506547,0.8151928940739759
34,0,5,0,0,5,5,0,1,0.22674660504188276,0.24733709062628062,0.9532022188603126,0.4348422496570645,0.9132781989432576,0.722656767864245
45,0,4,0,0,3,2,1,0,0.0317769750278536,0.03349856643886003,0.9303076147251639,0.05075445816186557,0.8668734206294509,0.6664457112554687
37,0,1,0,0,1,0,0,0,0.2926246936069213,0.29273311225754406,0.9608673726676752,0.4691358024691358,0.9017918676774638,0.70648283176455
45,0,6,0,0,3,1,1,0,0.3101188829130397,0.33233850917092567,0.9629853756933938,0.49657064471879286,0.9040891339306225,0.7125812011136152
42,0,2,0,0,1,2,0,0,0.28158213315876646,0.281845671582013,0.9596570852244075,0.4513031550068587,0.9002986446129106,0.7047593795572054
55,0,3,0,0,1,0,1,0,0.2672202913908532,0.26698622642178066,0.9579425113464448,0.4279835390946502,0.8983459682977257,0.7025056343629855
49,0,3,0,0,1,1,1,1,0.06092152276127356,0.0767019016326889,0.9337367624810893,0.09739368998628258,0.879508385021824,0.6893808829378232
46,0,1,0,0,1,0,1,0,0.224240121179809,0.22785874448650487,0.9528996469994957,0.35939643347050754,0.9013324144268321,0.7059525387776747
32,0,1,0,0,2,0,1,0,0.08416809218324306,0.08415773294500468,0.9364599092284418,0.1440329218106996,0.8738800827015851,0.6742675328118786
25,0,8,0,0,7,7,1,1,0.35964619479562726,0.4681058141613227,0.9688350983358548,0.5761316872427984,0.9107512060647829,0.7335277740951875
26,0,4,0,0,4,2,1,0,0.12806497485337412,0.15208805430226852,0.9416036308623298,0.24417009602194786,0.8797381116471399,0.6847408193026647
29,0,1,0,0,1,0,1,0,0.3064402839180705,0.30558590066467883,0.9625819465456379,0.4897119341563786,0.9036296806799908,0.7084714304653321
60,0,1,0,0,1,4,1,0,0.1321354276551219,0.13666681439758288,0.9420070600100857,0.23182441700960219,0.8992648747989892,0.7043616598170489
28,0,3,0,0,4,2,1,0,0.09808081416921913,0.13937800952688564,0.9380736258194654,0.15775034293552812,0.8757178957041121,0.6827522206018826
26,0,5,0,0,4,1,0,0,0.2130257330111859,0.2137539887223192,0.9515885022692889,0.34156378600823045,0.9473926028026648,0.7609704361659817
60,0,1,0,0,1,3,1,0,0.2981085314573691,0.29811930993190183,0.9615733736762481,0.4773662551440329,0.9024810475534114,0.7072782712448628
27,0,8,0,0,5,4,1,0,0.0594425787978974,0.08697205160559811,0.9335350479072113,0.09602194787379972,0.8705490466345049,0.674665252552035
32,0,4,0,0,2,4,1,1,0.02583730359054188,0.026023501296430687,0.929601613716591,0.04252400548696845,0.8927176659774868,0.6961421185204826
31,0,8,0,0,5,0,0,0,0.2216091041816765,0.22259449684553761,0.9525970751386788,0.355281207133059,0.892258212726855,0.6956118255336073
21,0,8,0,1,7,1,1,0,0.22503125767810744,0.22516798530169777,0.9530005042864347,0.3607681755829904,0.9824259131633356,0.8003446904414689
25,0,5,0,0,5,0,1,0,0.051498995496596166,0.05266599215134553,0.9325264750378215,0.0823045267489712,0.8695152768205835,0.6693623226832826
35,0,4,0,0,4,1,1,0,0.10640252571752276,0.10667950485087428,0.9390821986888552,0.1700960219478738,0.8768665288306915,0.6777144372265677
